Model,Title,Neutral Correct (%),Bullish Correct (%),Bearish Correct (%),Total Correct (%)
FinBERT,True,5.6521739130434785,0.8695652173913043,8.26086956521739,14.782608695652174
FinBERT,False,5.217391304347826,4.3478260869565215,31.30434782608696,40.869565217391305
PyFin,True,27.82608695652174,16.956521739130434,5.6521739130434785,50.43478260869565
PyFin,False,10.0,18.26086956521739,15.217391304347828,43.47826086956522
